CURIE,Identifier,Name,Equivalent Identifiers,Equivalent Name,Types,MicroKG_Name
NCBIGene:62219256,NCBIGene:62219256,EKO05_0007269,NCBIGene:62219256,EKO05_0007269,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",EKO05_0007269
NCBITaxon:2562713,NCBITaxon:2562713,unclassified Tissierellaceae,NCBITaxon:2562713,unclassified Tissierellaceae,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Tissierellaceae
UMLS:C0995372,UMLS:C0995372,Beijerinckia,UMLS:C0995372,Beijerinckia,"biolink:OrganismTaxon, biolink:NamedThing",Beijerinckia
MESH:C538784,MESH:C538784,"IDH2 protein, human","MESH:C538784, UMLS:C2714104","IDH2 protein, human, IDH2, human","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","IDH2 protein, human"
GO:0000075,GO:0000075,cell cycle checkpoint signaling,GO:0000075,cell cycle checkpoint signaling,"biolink:Pathway, biolink:OntologyClass, biolink:BiologicalProcess, biolink:Occurrent, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",cell cycle checkpoint signaling
NCBIGene:61003567,NCBIGene:61003567,iolD,NCBIGene:61003567,iolD,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",iolD
GO:0006650,GO:0006650,glycerophospholipid metabolic process,GO:0006650,glycerophospholipid metabolic process,"biolink:BiologicalProcess, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",glycerophospholipid metabolic process
NCBIGene:11845809,NCBIGene:11845809,KPHS_08190,"NCBIGene:11845809, UniProtKB:A0A0H3GN99","KPHS_08190, A0A0H3GN99_KLEPH Secretion monitor (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",KPHS_08190
CHEBI:11596,CHEBI:11596,2-hydroxyglutarate(2-),"CHEBI:11596, PUBCHEM.COMPOUND:4609868, CAS:117973-49-6, INCHIKEY:HWXBTNAVRSUOJR-UHFFFAOYSA-L","2-hydroxyglutarate(2-), 2-Hydroxypentanedioate, No label, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",2-hydroxyglutarate(2-)
NCBITaxon:29391,NCBITaxon:29391,Gemella morbillorum,"NCBITaxon:29391, MESH:C000652835, UMLS:C0318152","Gemella morbillorum, Gemella morbillorum, Gemella morbillorum","biolink:OrganismTaxon, biolink:NamedThing",Gemella morbillorum
NCBIGene:120802319,NCBIGene:120802319,LOC120802319,"NCBIGene:120802319, ENSEMBL:ENSXGLG00000017591","LOC120802319, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC120802319
NCBIGene:85227498,NCBIGene:85227498,MJAP1_003847,NCBIGene:85227498,MJAP1_003847,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",MJAP1_003847
NCBIGene:41986590,NCBIGene:41986590,rutB_2,NCBIGene:41986590,rutB_2,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",rutB_2
PANTHER.FAMILY:PTHR45915:SF7,PANTHER.FAMILY:PTHR45915:SF7,TRIPARTITE MOTIF-CONTAINING PROTEIN 66,PANTHER.FAMILY:PTHR45915:SF7,TRIPARTITE MOTIF-CONTAINING PROTEIN 66,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",TRIPARTITE MOTIF-CONTAINING PROTEIN 66
RHEA:53720,RHEA:53720,ATP + N-acetyl-D-muramate = ADP + H(+) + N-acetyl-alpha-D-muramate 1-phosphate,"RHEA:53720, EC:2.7.1.221","ATP + N-acetyl-D-muramate = ADP + H(+) + N-acetyl-alpha-D-muramate 1-phosphate, ""N-acetylmuramate 1-kinase""","biolink:MolecularActivity, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",ATP + N-acetyl-D-muramate = ADP + H(+) + N-acetyl-alpha-D-muramate 1-phosphate
NCBIGene:89352841,NCBIGene:89352841,malQ,NCBIGene:89352841,malQ,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",malQ
NCBIGene:100721702,NCBIGene:100721702,LOC100721702,NCBIGene:100721702,LOC100721702,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC100721702
MESH:C087685,MESH:C087685,indolepyruvate ferredoxin oxidoreductase,"MESH:C087685, UMLS:C0255665","indolepyruvate ferredoxin oxidoreductase, indolepyruvate ferredoxin oxidoreductase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",indolepyruvate ferredoxin oxidoreductase
UNII:ZB99BB7ERQ,UNII:ZB99BB7ERQ,SIGMA INTRACELLULAR RECEPTOR 2,UNII:ZB99BB7ERQ,SIGMA INTRACELLULAR RECEPTOR 2,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",SIGMA INTRACELLULAR RECEPTOR 2
NCBIGene:1026033,NCBIGene:1026033,wzzE,NCBIGene:1026033,wzzE,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",wzzE
NCBIGene:17086191,NCBIGene:17086191,Gasu_51260,"NCBIGene:17086191, UniProtKB:M2XUE0","Gasu_51260, M2XUE0_GALSU Probable ATP-dependent transporter ycf16 (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",Gasu_51260
NCBITaxon:2049040,NCBITaxon:2049040,Roseburia sp.,NCBITaxon:2049040,Roseburia sp.,"biolink:OrganismTaxon, biolink:NamedThing",Roseburia sp.
UMLS:C1512804,UMLS:C1512804,Insulin Signaling Pathway,UMLS:C1512804,Insulin Signaling Pathway,"biolink:MolecularActivity, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Insulin Signaling Pathway
NCBITaxon:1640674,NCBITaxon:1640674,Williamwhitmania taraxaci,"NCBITaxon:1640674, MESH:C000638833, UMLS:C4339135","Williamwhitmania taraxaci, Williamwhitmania taraxaci, Williamwhitmania taraxaci","biolink:OrganismTaxon, biolink:NamedThing",Williamwhitmania taraxaci
PANTHER.FAMILY:PTHR11849:SF203,PANTHER.FAMILY:PTHR11849:SF203,PROTEIN FEV,PANTHER.FAMILY:PTHR11849:SF203,PROTEIN FEV,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",PROTEIN FEV
CHEBI:6801,CHEBI:6801,Metformin,"CHEBI:6801, UNII:9100L32L2N, PUBCHEM.COMPOUND:4091, CHEMBL.COMPOUND:CHEMBL1431, DRUGBANK:DB00331, MESH:D008687, CAS:657-24-9, DrugCentral:1725, GTOPDB:4779, HMDB:HMDB0001921, KEGG.COMPOUND:C07151, INCHIKEY:XZWYZXLIPXDOLR-UHFFFAOYSA-N, UMLS:C0025598, RXCUI:6809","metformin, METFORMIN, Metformin, METFORMIN, Metformin, Metformin, No label, metformin, metformin, 1,1-Dimethylbiguanide, No label, No label, metformin, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Metformin
PUBCHEM.COMPOUND:16213644,PUBCHEM.COMPOUND:16213644,Ammonium (S)-5-((4-amino-4-carboxy-1-oxobutyl)amino)-2-nitrobenzoate,"PUBCHEM.COMPOUND:16213644, MESH:D005723, CAS:63699-78-5, UMLS:C0017040","Ammonium (S)-5-((4-amino-4-carboxy-1-oxobutyl)amino)-2-nitrobenzoate, gamma-Glutamyltransferase, No label, Gamma-glutamyl transferase","biolink:MolecularMixture, biolink:ChemicalMixture, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Ammonium (S)-5-((4-amino-4-carboxy-1-oxobutyl)amino)-2-nitrobenzoate
MONDO:0002050,MONDO:0002050,depressive disorder,"MONDO:0002050, DOID:1596, UMLS:C0011570, UMLS:C0011581, UMLS:C0344315, MESH:D003863, MESH:D003866, MEDDRA:10012374, MEDDRA:10012377, MEDDRA:10012378, MEDDRA:10012386, MEDDRA:10012387, MEDDRA:10012399, MEDDRA:10012401, MEDDRA:10012403, MEDDRA:10012404, MEDDRA:10016325, MEDDRA:10016329, MEDDRA:10024919, MEDDRA:10027942, MEDDRA:10027943, MEDDRA:10049709, NCIT:C117199, NCIT:C2982, SNOMEDCT:21061000119107, SNOMEDCT:35489007, SNOMEDCT:366979004, medgen:4229, HP:0000716","depressive disorder, depressive disorder, Mental Depression, Depressive disorder, Depressed mood, Depression, Depressive Disorder, No label, No label, No label, No label, No label, No label, No label, No label, No label, No label, No label, No label, No label, No label, No label, Depressed Mood, Depression, No label, No label, No label, No label, Depression","biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",depressive disorder
NCBITaxon:1613,NCBITaxon:1613,Limosilactobacillus fermentum,"NCBITaxon:1613, MESH:D052197, UMLS:C0317603","Limosilactobacillus fermentum, Limosilactobacillus fermentum, Limosilactobacillus fermentum","biolink:OrganismTaxon, biolink:NamedThing",Limosilactobacillus fermentum
NCBITaxon:55507,NCBITaxon:55507,Schwartzia succinivorans,"NCBITaxon:55507, MESH:C000635469, UMLS:C1018787","Schwartzia succinivorans, Schwartzia succinivorans, Schwartzia succinivorans","biolink:OrganismTaxon, biolink:NamedThing",Schwartzia succinivorans
NCBITaxon:162,NCBITaxon:162,Treponema phagedenis,"NCBITaxon:162, MESH:C000640706, UMLS:C0318215","Treponema phagedenis, Treponema phagedenis, Treponema phagedenis","biolink:OrganismTaxon, biolink:NamedThing",Treponema phagedenis
UMLS:C0205776,UMLS:C0205776,GTP Cyclohydrolase II,UMLS:C0205776,GTP Cyclohydrolase II,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",GTP Cyclohydrolase II
CHEBI:64717,CHEBI:64717,sn-glycero-3-phospho-(1'-sn-glycerol)(1-),"CHEBI:64717, PUBCHEM.COMPOUND:57339300, INCHIKEY:LLCSXHMJULHSJN-OLQVQODUSA-M","sn-glycero-3-phospho-(1'-sn-glycerol)(1-), Sn-glycero-3-phospho-(1'-sn-glycerol)(1-), No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",sn-glycero-3-phospho-(1'-sn-glycerol)(1-)
NCBIGene:66393239,NCBIGene:66393239,hspQ,"NCBIGene:66393239, UniProtKB:A0A1C4GMI1, UniProtKB:A0AA94H191","hspQ, A0A1C4GMI1_9ENTR Heat shock protein HspQ (trembl), A0AA94H191_9ENTR Heat shock protein HspQ (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",hspQ
NCBITaxon:1125876,NCBITaxon:1125876,Halpernia frigidisoli,"NCBITaxon:1125876, MESH:C000650467, UMLS:C3719222","Halpernia frigidisoli, Chryseobacterium frigidisoli, Chryseobacterium frigidisoli","biolink:OrganismTaxon, biolink:NamedThing",Halpernia frigidisoli
NCBIGene:51370951,NCBIGene:51370951,ESD82_RS10260,NCBIGene:51370951,ESD82_RS10260,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",ESD82_RS10260
NCBIGene:76607204,NCBIGene:76607204,A3224_RS03940,"NCBIGene:76607204, UniProtKB:A0A143HJG3","A3224_RS03940, A0A143HJG3_9GAMM PpiC domain-containing protein (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",A3224_RS03940
PANTHER.FAMILY:PTHR46005:SF2,PANTHER.FAMILY:PTHR46005:SF2,RHO GTPASE-ACTIVATING PROTEIN 5,PANTHER.FAMILY:PTHR46005:SF2,RHO GTPASE-ACTIVATING PROTEIN 5,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",RHO GTPASE-ACTIVATING PROTEIN 5
MESH:D019056,MESH:D019056,"Receptors, Polymeric Immunoglobulin","MESH:D019056, UMLS:C0071613","Receptors, Polymeric Immunoglobulin, Polymeric Immunoglobulin Receptors","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","Receptors, Polymeric Immunoglobulin"
NCBITaxon:1891289,NCBITaxon:1891289,Sporanaerobacter sp. PP17-6a,NCBITaxon:1891289,Sporanaerobacter sp. PP17-6a,"biolink:OrganismTaxon, biolink:NamedThing",Sporanaerobacter sp. PP17-6a
NCBIGene:108266311,NCBIGene:108266311,stat1b,"NCBIGene:108266311, ENSEMBL:ENSIPUG00020005633, UniProtKB:W5UDF0","stat1b, No label, W5UDF0_ICTPU Signal transducer and activator of transcription (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",stat1b
NCBITaxon:28263,NCBITaxon:28263,Arcanobacterium,"NCBITaxon:28263, MESH:D055667, UMLS:C0314862","Arcanobacterium, Arcanobacterium, Arcanobacterium","biolink:OrganismTaxon, biolink:NamedThing",Arcanobacterium
CHEBI:17482,CHEBI:17482,cystathionine,"CHEBI:17482, UNII:375YFJ481O, PUBCHEM.COMPOUND:439258, CAS:56-88-2, GTOPDB:5173, HMDB:HMDB0000099, KEGG.COMPOUND:C02291, INCHIKEY:ILRYLPWNYFXEMH-WHFBIAKZSA-N","L-cystathionine, CYSTATHIONINE, L-, L-cystathionine, No label, cystathionine, L-Cystathionine, L-Cystathionine, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",cystathionine
MESH:D043244,MESH:D043244,Ribonuclease III,"MESH:D043244, UMLS:C0073240","Ribonuclease III, Ribonuclease III","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Ribonuclease III
PR:000035055,PR:000035055,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG,PR:000035055,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
UMLS:C0668363,UMLS:C0668363,N-acetylglucosamine-6-O-sulfotransferase,UMLS:C0668363,N-acetylglucosamine-6-O-sulfotransferase,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",N-acetylglucosamine-6-O-sulfotransferase
UNII:RB0C3SY3EO,UNII:RB0C3SY3EO,MUCOLIPIN-3,UNII:RB0C3SY3EO,MUCOLIPIN-3,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",MUCOLIPIN-3
MESH:D054377,MESH:D054377,Chemokine CXCL12,"MESH:D054377, UMLS:C0218504","Chemokine CXCL12, Chemokine CXCL12","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Chemokine CXCL12
MESH:C039351,MESH:C039351,platelet activating factor receptor,"MESH:C039351, UMLS:C0071234","platelet activating factor receptor, platelet activating factor receptor","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",platelet activating factor receptor
NCBIGene:27719761,NCBIGene:27719761,SAPIO_CDS10553,"NCBIGene:27719761, UniProtKB:A0A084FVN8","SAPIO_CDS10553, A0A084FVN8_PSEDA 4,4'-diapophytoene desaturase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",SAPIO_CDS10553
NCBITaxon:1150157,NCBITaxon:1150157,Bacillus bingmayongensis,"NCBITaxon:1150157, MESH:C000650932, UMLS:C3437160","Bacillus bingmayongensis, Bacillus bingmayongensis, Bacillus bingmayongensis","biolink:OrganismTaxon, biolink:NamedThing",Bacillus bingmayongensis
NCBIGene:108842154,NCBIGene:108842154,LOC108842154,NCBIGene:108842154,LOC108842154,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC108842154
